Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,CRSElapsedTime,Origin,Dest,Distance,ArrDelay15
3,27,4,1517,1732,FL,135,BWI,TPA,842,False
4,5,6,1310,1805,AA,175,LAX,AUS,1242,False
10,17,5,730,900,WN,150,MCO,HOU,848,False
9,29,1,1410,1600,MQ,110,HSV,ORD,510,True
8,3,7,640,1251,NW,251,SEA,MEM,1870,False
5,20,2,1025,1245,WN,140,PIT,TPA,873,False
2,2,6,1050,1459,UA,189,SLC,ORD,1249,False
7,14,1,1830,2001,UA,151,DEN,SMF,910,False
7,31,4,730,945,WN,255,MDW,LAX,1750,False
9,17,3,1605,1630,WN,85,SAT,ELP,496,False
11,5,3,702,930,9E,88,EVV,DTW,364,False
2,29,5,1830,1920,WN,50,DAL,AUS,189,False
12,10,3,1400,1640,AA,100,ELP,DFW,551,True
9,7,7,2210,2326,US,76,CLT,DCA,331,False
7,30,3,1622,1836,OO,134,LAX,PDX,834,False
3,4,2,2045,2159,OH,134,CVG,FSD,701,True
5,11,7,1655,1805,WN,70,SNA,SJC,342,False
2,11,1,900,1023,US,83,DCA,LGA,214,False
1,6,7,1155,1337,YV,42,ORD,SBN,84,True
12,18,4,1130,1355,AA,265,ORD,SAN,1723,True
6,18,3,1326,1437,OO,71,DEN,RAP,301,False
2,15,5,710,949,AS,159,SEA,ONT,956,False
3,3,1,800,1410,WN,250,PHX,BWI,1999,False
4,23,3,1757,1915,EV,78,GSO,ATL,306,True
4,9,3,1425,1616,US,111,CLT,PBI,590,False
3,12,3,1325,1929,AA,244,SAN,ORD,1723,False
11,11,2,530,816,CO,166,ORD,IAH,925,False
6,5,4,1730,2000,AA,330,LAX,KOA,2504,False
8,6,3,1445,1545,CO,60,AUS,IAH,140,False
11,11,2,1133,1250,9E,77,BTR,MEM,319,False
7,11,5,848,957,CO,69,IAH,MSY,305,False
12,28,7,1959,2218,FL,139,MCO,PHL,861,False
11,22,6,1155,1322,XE,87,OKC,IAH,395,False
2,15,5,1130,1300,WN,90,SAN,OAK,446,False
3,4,2,1400,1720,B6,200,PWM,MCO,1214,False
10,31,5,2040,2205,WN,85,OAK,SAN,446,False
3,5,3,1715,1824,OO,69,SLC,SUN,223,False
2,1,5,2035,2109,YV,34,LIH,HNL,102,False
6,25,3,835,955,MQ,80,SGF,DFW,364,False
6,23,1,2110,2221,US,71,LAX,LAS,236,True
9,7,7,1120,1302,NW,162,MSP,ABQ,981,False
7,28,1,1145,1323,NW,218,MSP,SEA,1399,False
11,16,7,2020,2125,WN,125,DEN,LAS,629,False
1,9,3,1328,1417,AS,49,OME,OTZ,183,False
5,18,7,1450,1650,DL,120,MIA,ATL,595,False
6,29,7,825,1004,NW,159,ATL,MSP,906,False
11,30,7,1015,1135,WN,200,SAT,LAX,1210,False
3,2,7,1830,1946,DL,76,DCA,LGA,214,False
1,12,6,1140,1610,AA,510,DFW,HNL,3784,False
5,21,3,1914,2038,FL,84,RDU,ATL,356,False
1,28,1,1425,1557,NW,92,ORD,MSP,334,True
12,8,1,1940,2220,B6,160,HPN,MCO,972,False
2,27,3,845,1100,WN,75,LAX,PHX,370,False
8,20,3,1310,1540,WN,150,LAS,GEG,806,True
10,16,4,2045,2319,US,154,PHL,MCO,861,False
8,4,1,2005,2312,B6,247,JFK,HOU,1428,False
12,21,7,715,900,MQ,105,CMH,LGA,478,True
11,21,5,1410,1705,DL,175,BDL,MCO,1050,False
9,29,1,1630,1751,EV,81,FAY,ATL,331,False
5,2,5,2007,2116,YV,69,PHX,YUM,160,False
2,23,6,1140,1250,WN,70,BUR,OAK,325,False
1,29,2,1900,2025,WN,85,SMF,SNA,404,False
5,3,6,630,809,OH,99,GSO,LGA,461,False
7,5,6,700,929,FL,149,ATL,BOS,946,False
8,10,7,1339,1417,HA,38,HNL,LIH,102,False
7,22,2,1222,1402,DL,100,PIT,ATL,526,False
3,14,5,820,944,F9,144,DEN,SNA,846,False
12,9,2,1130,1307,OO,97,SFO,MFR,329,False
4,7,1,1600,1633,OO,93,OKC,DEN,495,False
3,7,5,1625,1725,MQ,120,ROC,ORD,528,True
10,30,4,2245,654,DL,309,SEA,JFK,2421,False
10,7,2,900,1025,WN,85,MDW,MCI,405,False
4,12,6,614,648,HA,34,OGG,HNL,100,False
10,15,3,2150,2245,AA,55,MIA,MCO,193,True
3,23,7,850,1015,WN,85,MHT,PHL,290,False
11,12,3,2015,2333,CO,198,EWR,FLL,1065,False
2,26,2,1930,2050,MQ,140,BWI,ORD,622,True
2,13,3,1615,1705,EV,110,ATL,STL,483,False
7,26,6,1847,2124,FL,157,TPA,ROC,1079,False
7,23,3,1158,1423,OO,85,MKE,PIT,431,False
1,12,6,819,927,DL,68,ATL,JAX,270,False
12,18,4,2045,2140,WN,55,SAT,DAL,248,True
11,13,4,540,854,EV,134,LAW,ATL,804,False
9,5,5,925,1030,WN,65,GEG,SEA,224,False
7,8,2,635,705,WN,90,JAX,BNA,484,False
8,19,2,1500,1746,AS,166,SEA,SAN,1050,False
5,21,3,2305,2321,FL,76,ATL,MEM,332,False
2,14,4,1015,1310,CO,175,EWR,TPA,998,True
3,2,7,1421,1653,OO,92,DEN,OKC,495,True
11,5,3,1603,1751,9E,108,GSO,DTW,460,True
1,18,5,1355,1631,CO,156,EWR,ATL,745,False
11,21,5,1602,1729,NW,87,MSP,ORD,334,False
11,8,6,1455,1549,DL,114,SLC,SNA,588,False
3,6,4,1750,1904,XE,74,IAH,BRO,308,True
3,23,7,1920,2145,AA,145,ORD,DFW,802,False
1,21,1,805,926,OO,81,LAX,OAK,337,False
11,20,4,1525,1645,DL,80,CHS,ATL,259,False
3,14,5,1130,1411,YV,101,ORD,ROA,531,False
5,7,3,2030,2153,FL,83,BOS,BWI,370,False
12,1,1,1830,2030,DL,240,ATL,SLC,1589,False
1,16,3,1854,2005,F9,131,SAT,DEN,794,False
11,4,2,1740,1929,CO,109,BOS,EWR,200,False
2,10,7,1300,1407,OO,67,FAT,LAX,209,True
5,10,6,1145,1630,B6,225,HOU,JFK,1428,False
10,27,1,1740,1945,XE,125,DAY,EWR,533,False
10,23,4,1125,1321,DL,116,BWI,ATL,576,False
3,11,2,1735,1830,AA,115,DFW,COS,592,False
6,1,7,1823,2102,FL,159,MCO,HPN,972,False
2,10,7,1912,2048,FL,96,ATL,RSW,515,True
5,12,1,600,1100,MQ,180,SBA,DFW,1315,False
11,22,6,747,1035,OO,168,LAX,SEA,954,False
10,9,4,1415,1934,NW,199,PDX,MSP,1426,False
4,1,2,655,1006,CO,191,EWR,SRQ,1034,False
6,13,5,1115,1423,DL,128,MCI,ATL,692,True
1,30,3,1219,1228,NW,69,DTW,MKE,238,False
8,10,7,1630,2138,NW,188,PHX,MSP,1276,False
1,3,4,830,1058,B6,148,MCO,JFK,944,True
9,30,2,1725,1900,WN,155,MHT,MDW,838,False
12,27,6,750,950,WN,120,JAN,MDW,666,False
7,13,7,615,710,WN,55,RNO,OAK,180,False
10,24,5,1110,1252,OO,42,MKE,GRR,120,False
7,21,1,1430,1703,AS,153,LAX,SEA,954,True
3,12,3,755,1130,WN,155,ABQ,MDW,1121,False
12,5,5,1230,1330,EV,60,AVL,ATL,164,False
3,27,4,1015,1325,MQ,130,DFW,GSP,862,False
1,13,7,1015,1155,FL,100,CAK,ATL,528,False
6,20,5,1400,1750,MQ,170,MEM,LGA,963,False
9,11,4,1906,1925,DL,79,ATL,JAN,341,False
7,11,5,1014,1154,CO,100,EWR,CLE,404,False
12,20,6,720,844,DL,84,GSO,ATL,306,False
7,17,4,1445,1656,EV,131,FNT,ATL,644,False
11,28,5,700,830,WN,150,OKC,PHX,833,False
3,17,1,935,1201,FL,146,ATL,SWF,784,False
7,10,4,2049,2213,CO,144,IAH,DEN,861,False
3,6,4,610,1155,CO,225,OAK,IAH,1628,False
2,3,7,1445,1745,AA,240,LGA,DFW,1389,False
11,2,7,1535,1719,XE,104,IAH,HSV,595,False
1,21,1,1411,1540,FL,89,TPA,ATL,406,False
12,18,4,1130,1302,NW,152,DCA,MEM,762,False
6,5,4,1033,1228,OO,115,DEN,GTF,624,False
2,13,3,650,940,AA,170,MIA,LGA,1097,True
2,22,5,2315,513,US,238,PHX,MCO,1848,False
3,29,6,2230,2326,OO,56,LAX,IYK,123,False
5,4,7,700,930,9E,90,EVV,DTW,364,False
2,29,5,1509,1540,DL,91,ATL,GPT,352,False
6,23,1,740,1041,AS,361,EWR,SEA,2401,False
3,29,6,1710,1830,MQ,80,LAX,FAT,209,False
12,16,2,1929,2205,NW,156,LGA,IND,659,True
8,8,5,1618,1634,UA,76,CVG,ORD,264,False
10,12,7,930,1204,B6,154,TPA,JFK,1005,False
1,6,7,1050,1255,FL,125,BUF,ATL,712,False
8,5,2,940,1055,9E,75,MEM,MGM,280,False
6,22,7,2050,2150,WN,180,MCI,LAS,1140,True
5,3,6,1450,1900,AA,310,SJU,ORD,2072,False
6,29,7,1615,1700,MQ,105,BUF,ORD,473,True
7,10,4,1321,1411,AS,50,CDV,ANC,160,False
12,17,3,1345,1647,CO,362,EWR,LAX,2454,True
9,27,6,1254,1448,FL,114,DCA,ATL,547,True
5,28,3,1057,1222,OO,85,SLC,BTM,357,False
10,13,1,1020,1100,MQ,40,DFW,ACT,89,False
10,11,6,1005,1120,OO,135,ORF,ORD,717,False
11,6,4,600,1249,DL,229,LAS,ATL,1747,False
8,16,6,1115,1531,YV,196,AUS,IAD,1297,True
2,5,2,1710,1915,WN,185,MCO,MCI,1072,False
8,16,6,755,1100,OO,125,MKE,BDL,780,False
8,20,3,1735,2045,AA,130,DFW,IND,762,True
10,5,7,1308,1553,UA,105,PHX,DEN,602,False
8,7,4,1258,1450,XE,112,HSV,IAH,595,False
12,2,2,1340,1603,US,143,PHL,MCO,861,True
5,5,1,1650,1835,WN,105,SJC,PDX,569,False
5,8,4,830,950,MQ,80,DFW,BTR,383,False
4,12,6,1220,1420,YV,120,IAD,ATL,533,True
3,17,1,2112,2253,NW,101,DTW,JFK,508,False
8,7,4,1355,1659,B6,184,JFK,RSW,1074,True
2,23,6,800,1130,AA,150,DFW,RDU,1062,False
1,25,5,1245,1452,AS,127,SEA,OAK,671,False
1,7,1,1620,27,UA,307,LAX,JFK,2475,False
12,26,5,2210,2350,US,100,CLT,DTW,500,False
12,19,5,1000,1235,EV,95,SHV,ATL,552,True
5,27,2,815,823,OO,68,SLC,EKO,200,True
8,29,5,2035,2117,EV,102,ATL,LFT,503,False
6,25,3,1644,1825,MQ,101,MLU,DFW,293,False
1,14,1,1010,1240,WN,270,MDW,SEA,1733,False
11,17,1,1920,2215,WN,175,ISP,PBI,1052,False
3,3,1,645,825,MQ,100,ORD,MEM,491,True
12,29,1,1115,1210,XE,55,CLE,BUF,192,False
12,18,4,629,810,UA,161,PVD,ORD,849,True
10,7,2,1210,1255,WN,105,DAL,ABQ,580,False
4,16,3,800,930,FL,90,ATL,PHF,508,False
12,5,5,1320,1540,WN,80,BHM,TPA,460,False
9,5,5,900,1000,WN,60,LIT,DAL,296,False
1,17,4,1246,1420,OO,94,BZN,DEN,525,True
12,13,6,1245,1855,WN,250,PHX,BUF,1912,False
8,28,4,1550,1715,WN,85,SAN,SFO,447,False
5,31,6,1725,1835,B6,70,BUR,LAS,223,True
3,3,1,750,947,OH,117,CVG,BDL,661,False
7,7,1,1240,1421,XE,101,GEG,RNO,572,True
7,25,5,1159,1440,FL,161,HPN,PBI,1057,False
11,23,7,2020,2135,DL,75,ATL,JAX,270,False
4,7,1,1255,1310,WN,135,LBB,LAS,775,False
8,24,7,1541,1635,AS,54,ANC,CDV,160,False
6,26,4,1025,1230,MQ,125,BOS,CMH,640,False
4,13,7,1950,2230,WN,100,BNA,BWI,588,False
1,16,3,645,749,EV,64,BQK,ATL,238,False
1,17,4,1625,2000,AA,155,SLC,DFW,988,False
4,14,1,1053,1350,FL,117,MKE,ATL,669,False
7,29,2,1850,2005,US,75,PHX,SAN,304,False
4,30,3,1340,1830,AA,170,LAS,DFW,1055,False
12,4,4,1025,1209,AS,104,SEA,SMF,605,False
6,24,2,600,844,DL,104,ONT,SLC,558,False
11,29,6,2130,2250,WN,80,ONT,OAK,361,False
10,6,1,916,1059,UA,103,LAS,SFO,414,False
9,28,7,1140,1252,XE,72,DFW,IAH,224,False
3,28,5,600,723,F9,143,STL,DEN,770,False
6,17,2,1400,1425,MQ,85,LEX,ORD,323,False
9,1,1,615,727,NW,72,DTW,IND,231,False
2,20,3,1100,1350,XE,170,MKE,IAH,984,False
11,3,1,2100,2315,WN,75,MDW,PIT,402,False
6,21,6,600,816,UA,136,SEA,SFO,679,False
11,20,4,605,857,B6,172,JFK,PBI,1028,False
6,28,6,1410,1600,MQ,110,ORD,ICT,588,False
5,15,4,1515,1915,WN,180,MDW,FLL,1166,False
8,8,5,1730,2245,CO,255,SAT,EWR,1569,False
10,22,3,1225,1455,WN,150,HOU,MDW,937,False
2,14,4,1132,1348,FL,136,IAD,MCO,758,False
7,24,4,1735,55,WN,260,PHX,BWI,1999,False
10,15,3,730,835,WN,125,ABQ,LAX,677,False
4,25,5,1123,1430,OO,127,PSP,DEN,776,True
9,1,1,645,939,OO,114,BUR,SLC,574,False
3,21,5,1245,1412,OO,87,EUG,SFO,451,False
6,20,5,1252,1404,OO,72,LAX,YUM,237,False
8,9,6,1146,1513,UA,147,DEN,ORD,888,False
6,5,4,2219,2259,AS,40,JNU,SIT,95,False
9,3,3,1735,1840,WN,65,LAS,SNA,226,False
2,24,7,1645,1915,9E,90,PIA,DTW,346,False
5,9,5,1705,1815,WN,130,ALB,MDW,717,False
7,31,4,1325,1558,EV,93,PNS,MCO,380,False
5,4,7,1040,1225,MQ,105,LIT,ORD,552,False
3,24,1,1217,1508,UA,111,DEN,DFW,641,False
4,28,1,844,850,EV,66,ATL,MGM,147,False
6,19,4,1022,1120,NW,238,DTW,PHX,1671,True
5,2,5,1955,2052,AS,57,FAI,ANC,261,False
7,21,1,1425,1715,WN,170,MCO,PVD,1073,True
8,11,1,1511,1618,OO,67,MFR,PDX,222,False
8,15,5,1025,1145,AA,140,MCO,STL,880,False
7,31,4,1905,2002,NW,57,GRR,DTW,120,False
10,28,2,1940,2059,OH,79,CVG,PIT,256,False
9,6,6,2040,2222,FL,102,ATL,IAD,533,False
11,16,7,1115,1305,AA,230,DFW,SJC,1438,False
2,3,7,847,1014,UA,87,SFO,SAN,447,False
4,6,7,1235,1530,MQ,115,ORD,ALB,723,False
7,29,2,1920,2020,WN,60,DAL,LBB,293,False
9,10,3,1600,1715,AA,75,STL,ORD,258,True
1,18,5,615,800,MQ,105,DTW,LGA,501,False
9,11,4,2113,2252,NW,99,DTW,BDL,548,False
1,31,4,1200,1327,DL,87,MCO,ATL,403,False
3,6,4,855,1024,UA,209,ATL,DEN,1199,False
1,31,4,555,725,MQ,90,MCI,DAL,461,False
1,16,3,1705,2030,WN,145,OAK,DEN,957,False
5,29,4,1100,1933,B6,333,LGB,JFK,2465,True
4,30,3,815,1000,EV,105,ATL,IAD,533,False
8,1,5,930,1010,WN,100,MCO,MSY,550,False
5,1,4,2100,2310,AA,130,DFW,ORD,802,True
8,14,4,800,915,DL,75,JAX,ATL,270,True
11,18,2,1840,2106,DL,146,ATL,LGA,761,False
5,13,2,1624,1814,FL,110,ATL,FLL,581,False
1,24,4,705,910,AA,185,FLL,DFW,1119,True
9,26,5,1215,1320,MQ,65,RST,ORD,268,False
2,25,1,600,1158,CO,238,PDX,IAH,1825,False
4,27,7,1647,1750,MQ,63,GGG,DFW,140,False
10,11,6,1938,2053,NW,75,DTW,IND,231,False
5,13,2,1440,1635,CO,175,RDU,IAH,1043,False
6,22,7,1120,1255,MQ,155,PVD,ORD,849,True
5,8,4,1855,2238,CO,163,IAH,CLE,1091,True
3,5,3,1809,2038,AS,149,SEA,LAS,866,False
3,2,7,1340,1600,AA,200,BWI,DFW,1217,False
6,3,2,1500,1605,YV,65,DEN,GUC,152,True
4,10,4,1635,2035,AA,240,SJU,JFK,1597,False
2,18,1,845,1140,B6,175,EWR,MCO,938,True
3,25,2,840,1100,MQ,140,ORD,GPT,800,False
4,19,6,1030,1155,MQ,85,SJC,SNA,342,False
3,28,5,925,1050,WN,85,MDW,MCI,405,True
4,22,2,1556,1702,FL,126,ATL,MCI,692,False
3,2,7,1808,1900,MQ,52,ACT,DFW,89,False
12,1,1,1225,1420,FL,115,DTW,ATL,594,True
6,15,7,1520,1635,MQ,75,SGF,DFW,364,True
6,9,1,1415,1859,AA,224,DFW,EWR,1372,True
5,17,6,2112,2358,UA,106,ORD,BWI,622,False
5,15,4,1115,1155,OO,40,MKE,GRB,107,False
7,14,1,610,735,WN,145,MDW,DEN,895,False
5,30,5,1350,1505,YV,75,DEN,GJT,212,False
8,9,6,1220,1356,OH,96,CVG,ILM,500,False
6,2,1,1735,1956,OH,141,PVD,CVG,722,False
5,21,3,927,1134,NW,127,DTW,ATL,594,False
4,21,1,1205,1415,WN,130,FLL,RDU,680,False
3,3,1,720,1010,US,290,CLE,PHX,1737,False
11,28,5,2055,2240,MQ,105,ORD,MEM,491,False
8,6,3,1205,1333,XE,88,MOB,IAH,427,False
5,15,4,1617,1756,NW,99,IAD,DTW,383,False
8,5,2,1335,1454,EV,79,ATL,SDF,321,False
6,23,1,1702,2045,OO,163,SLC,AUS,1085,False
6,13,5,1340,1435,AA,115,DFW,DEN,641,False
2,19,2,1020,1130,MQ,70,DFW,LBB,282,False
5,20,2,1910,2150,WN,160,PBI,ISP,1052,True
4,29,2,1125,1140,WN,135,AMA,LAS,758,False
7,11,5,2042,2151,AS,69,BET,ANC,399,False
2,12,2,1510,1620,WN,70,BUR,OAK,325,False
5,18,7,1405,1700,WN,115,BHM,BWI,682,False
2,27,3,2110,2355,NW,165,DTW,PBI,1087,False
11,25,2,2140,455,NW,255,SFO,DTW,2079,False
5,18,7,1000,1005,WN,65,ABQ,TUS,321,True
10,7,2,1025,1526,F9,181,DEN,ATL,1199,False
4,27,7,2111,2247,NW,96,DTW,ORF,529,True
11,25,2,2000,2114,UA,74,SFO,BUR,326,False
1,4,5,1100,1220,AA,200,DFW,BUR,1231,False
4,4,5,1315,1426,OH,71,CVG,DTW,229,True
10,25,6,600,728,DL,88,MCO,ATL,403,False
9,5,5,737,856,DL,79,ATL,RDU,356,False
4,18,5,1355,2142,AA,287,LAX,MIA,2342,False
6,20,5,1530,1847,DL,317,JFK,SLC,1989,True
11,4,2,2105,2240,WN,95,SAN,SMF,480,True
3,13,4,1130,1229,YV,59,ATW,ORD,160,False
7,21,1,1440,1545,WN,65,OAK,BUR,325,False
6,17,2,925,1110,NW,105,CLT,DTW,500,False
4,11,5,700,829,NW,89,MCI,MSP,393,False
2,16,6,1830,2327,UA,177,DEN,CLE,1201,True
8,16,6,1219,1234,NW,75,DTW,MSN,312,False
11,25,2,1920,2058,B6,98,JFK,BOS,187,True
4,8,2,1430,1715,WN,105,SAN,ABQ,628,False
12,24,3,1900,2211,B6,371,BOS,LAS,2381,True
7,4,5,755,949,US,114,CLT,LGA,544,False
10,26,7,1715,1825,AA,130,DCA,ORD,612,True
3,19,3,600,751,XE,111,TUS,LAX,451,False
7,25,5,1020,1345,MQ,145,DFW,GSP,862,False
8,31,7,1805,1820,WN,75,CLE,MDW,307,False
9,4,4,1234,1439,NW,125,LGA,DTW,501,False
1,6,7,845,1050,WN,125,SEA,OAK,671,False
5,3,6,705,1001,CO,176,EWR,SRQ,1034,False
6,13,5,1709,1750,OO,41,COS,DEN,72,False
9,24,3,625,830,WN,125,OAK,SEA,671,False
5,9,5,1812,2024,FL,132,TPA,BWI,842,True
1,26,6,2215,2339,B6,84,JFK,IAD,228,False
6,4,3,1840,2001,OO,81,SFO,SBA,262,True
6,10,2,2120,2202,FL,102,ATL,BMI,533,False
9,23,2,535,817,XE,162,MKE,IAH,984,False
5,29,4,1215,1707,CO,232,DFW,EWR,1372,True
6,13,5,650,750,MQ,60,LSE,ORD,215,True
4,29,2,1050,1325,MQ,95,ORD,BUF,473,False
9,12,5,845,1020,US,95,TPA,CLT,508,False
3,13,4,630,852,US,142,PVD,CLT,683,False
6,19,4,800,1017,US,137,BOS,CLT,728,True
11,6,4,720,951,DL,91,MSY,ATL,425,False
12,11,4,945,1200,AA,135,BNA,DFW,631,False
1,16,3,1640,2207,UA,207,DEN,PHL,1557,False
2,11,1,1055,1220,B6,85,JFK,BUF,301,True
3,9,7,1615,1742,YV,87,ATL,CLT,227,False
2,16,6,1855,605,AA,430,HNL,DFW,3784,True
8,6,3,1610,1749,AS,99,SJC,PDX,569,False
7,5,6,1552,1621,OO,89,OKC,DEN,495,False
6,26,4,1905,2039,YV,94,SBA,PHX,455,True
2,13,3,1130,1316,NW,226,MSP,PDX,1426,False
8,4,1,800,1034,FL,154,ROC,TPA,1079,False
3,26,3,1630,1718,OH,108,CVG,MCI,539,False
4,14,1,1241,1415,EV,94,ATL,MYR,317,False
11,22,6,1353,1519,EV,86,CRW,ATL,363,False
3,30,7,745,840,AA,55,OKC,DFW,175,False
9,8,1,610,705,WN,55,STL,MDW,251,False
11,26,3,1625,1930,US,125,ORD,PHL,678,False
2,17,7,1030,1121,AQ,51,HNL,ITO,216,False
3,1,6,700,929,DL,329,TPA,LAX,2158,False
12,20,6,1050,1205,MQ,75,ORD,RST,268,False
9,11,4,1145,1305,WN,80,MCI,MDW,405,False
8,20,3,1230,1625,WN,175,AUS,FLL,1105,False
4,18,5,1955,2045,WN,110,MCO,MSY,550,False
9,2,2,929,1302,CO,213,EWR,MIA,1086,False
2,25,1,1240,1320,OO,40,CLD,LAX,86,False
9,18,4,730,845,WN,75,PVD,BWI,328,False
6,10,2,920,1032,UA,132,DEN,RNO,804,True
3,19,3,915,1110,9E,115,MEM,IAH,469,False
3,28,5,1200,1325,WN,85,SAN,OAK,446,True
7,25,5,2005,2105,AA,120,DCA,ORD,612,False
12,24,3,630,1107,CO,217,SAT,EWR,1569,True
4,11,5,1410,1625,WN,135,TPA,BWI,842,False
10,2,4,1525,1624,AS,59,ANC,FAI,261,False
9,12,5,950,1102,9E,72,PIT,DTW,201,True
1,25,5,1755,2120,WN,145,HOU,FLL,957,False
6,23,1,1230,1843,NW,253,SEA,MEM,1870,False
3,10,1,1323,1445,UA,82,SLC,DEN,391,True
12,10,3,838,1012,UA,94,ORD,OMA,416,False
4,11,5,2020,2300,AA,340,LAX,HNL,2556,True
7,18,5,725,823,US,58,RDU,CLT,130,False
3,11,2,1227,1312,CO,165,IAH,TUS,936,False
2,29,5,840,1416,DL,216,SLC,ATL,1589,False
2,23,6,1105,1310,XE,125,BOS,CLE,563,False
7,23,3,625,1045,WN,200,SAT,BWI,1407,False
12,13,6,1115,1250,AA,95,MFE,DFW,468,False
7,22,2,830,935,WN,65,MSY,HOU,303,False
4,4,5,955,1247,DL,172,LGA,ATL,761,True
9,7,7,1715,1720,WN,65,SDF,BHM,323,False
4,11,5,1900,2323,CO,203,IAH,PHL,1324,False
6,20,5,1420,1604,DL,104,ATL,DCA,547,False
9,23,2,830,929,DL,119,SLC,LAX,590,False
2,12,2,2005,2120,AA,135,RDU,ORD,647,True
5,1,4,620,1112,DL,172,DEN,ATL,1199,False
7,2,3,1105,1330,WN,145,GEG,LAS,806,False
7,28,1,1645,1826,UA,101,IAD,BOS,413,False
1,20,7,1945,2122,UA,157,DEN,LAX,862,True
1,7,1,1550,1900,B6,190,SWF,FLL,1119,False
8,27,3,1020,1158,US,98,TPA,CLT,508,False
5,20,2,1550,1650,WN,60,TPA,FLL,197,False
12,1,1,1335,1705,AA,270,BOS,DFW,1562,True
1,6,7,1020,1159,DL,99,ATL,IND,432,False
6,14,6,2055,2236,OO,101,ORD,MEM,491,False
10,30,4,1000,1213,AS,133,SEA,SJC,697,True
5,11,7,1545,1815,MQ,90,ROW,DFW,435,False
7,1,2,1229,1340,DL,71,LGA,DCA,214,False
11,15,6,1113,1156,AS,43,PSG,JNU,123,False
10,26,7,2057,2159,OO,62,SBP,SFO,191,False
4,11,5,910,1100,WN,230,MSY,LAS,1501,True
12,15,1,2005,2214,XE,129,IND,EWR,644,True
4,2,3,2150,743,DL,353,OGG,SLC,2936,False
12,8,1,925,1052,9E,87,MEM,PFN,417,True
1,5,6,900,1417,NW,197,SEA,MSP,1399,False
6,19,4,940,1030,MQ,50,GRK,DFW,134,True
1,3,4,1328,1519,EV,111,CAK,ATL,528,True
12,13,6,1605,1710,F9,185,DAY,DEN,1084,False
3,12,3,1148,1235,F9,167,IND,DEN,977,False
11,30,7,1235,1345,WN,70,PHL,PIT,267,False
5,2,5,1030,1433,NW,183,MSP,MCO,1310,True
3,9,7,1305,1730,AA,205,DFW,BOS,1562,False
5,27,2,2000,2152,US,292,CLT,LAS,1916,False
3,26,3,755,914,UA,139,MSP,DEN,680,False
2,25,1,1115,1303,XE,108,CLE,ATL,554,False
11,28,5,2045,2203,EV,78,ATL,MYR,317,False
5,13,2,1345,1508,NW,83,MCI,MSP,393,False
7,21,1,845,1231,NW,166,DFW,DTW,987,False
3,19,3,1237,1424,FL,167,SRQ,MDW,1035,False
12,19,5,2155,2311,YV,76,DEN,GJT,212,False
10,12,7,900,1027,UA,147,LGA,ORD,733,False
10,14,2,1644,1756,YV,72,DSM,ORD,299,False
10,22,3,610,625,WN,75,ABQ,PHX,328,False
7,13,7,1900,2004,XE,64,LFT,IAH,201,False
9,28,7,1515,1615,XE,60,IAH,GRK,166,False
4,6,7,820,945,WN,85,SFO,LAX,337,False
12,23,2,1100,1225,WN,85,SMF,SNA,404,False
11,8,6,1315,1325,WN,70,PHX,SAN,304,False
6,29,7,1905,2130,CO,145,CLE,MCO,895,False
5,11,7,1550,1640,MQ,110,DCA,BNA,562,False
6,12,4,910,1010,WN,60,LIT,DAL,296,False
9,3,3,1100,1320,AA,260,ORD,SAN,1723,False
12,28,7,1343,1605,OH,142,JFK,CVG,589,True
9,17,3,1345,1440,WN,55,AUS,DAL,189,False
3,10,1,1910,2040,AA,90,MCI,ORD,403,False
8,26,2,1800,1857,CO,57,IAH,AUS,140,True
2,21,4,1425,1535,AA,190,DFW,SAN,1171,True
6,24,2,2025,2154,FL,89,ATL,SRQ,445,False
2,22,5,943,1010,EV,87,ATL,EVV,350,True
10,7,2,1200,1357,OH,117,RDU,BOS,612,False
8,3,7,1310,1545,MQ,155,SDF,MIA,911,False
8,8,5,1125,1240,B6,75,BTV,JFK,267,False
3,12,3,1205,1400,WN,175,DEN,SEA,1024,False
5,18,7,615,934,F9,139,DEN,MDW,895,False
12,2,2,615,822,US,127,JAX,PHL,742,False
12,23,2,1905,2155,WN,170,TPA,BDL,1111,True
3,14,5,640,929,OH,109,HSV,DCA,613,False
7,27,7,2030,2228,YV,118,EUG,LAS,699,False
3,23,7,1255,1528,DL,153,LGA,ATL,761,False
6,25,3,1125,1252,XE,87,ACK,EWR,218,False
6,17,2,1100,1309,B6,129,BOS,CLT,728,False
11,15,6,1725,1805,MQ,100,CLE,ORD,316,True
8,18,1,1320,1525,AA,305,MCO,LAX,2217,True
3,26,3,700,823,B6,83,PWM,JFK,274,False
9,25,4,1103,1234,OO,91,TUS,LAX,451,False
12,29,1,2010,2125,MQ,75,DCA,JFK,213,False
7,27,7,1723,1909,NW,106,DTW,MHT,609,False
3,4,2,1430,1630,WN,240,MDW,LAS,1521,False
5,30,5,1925,2125,WN,120,BWI,JAX,663,False
5,29,4,1725,2125,MQ,180,DFW,MDT,1232,False
7,3,4,600,755,MQ,115,HSV,DFW,603,False
4,11,5,703,800,DL,117,ATL,ORD,606,False
7,31,4,800,935,FL,95,ATL,CAK,528,False
4,15,2,1030,1230,WN,60,MDW,DTW,229,False
5,19,1,600,721,UA,141,LGA,ORD,733,False
