AGE,WORKCLASS,EDUCATION-NUM,MARITAL STATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,CAPITAL GAIN,CAPITAL LOSS,HOURS PER WEEK,COUNTRY,SHOULD_APPROVE
23.0,4,10.0,4,8,3,4,1,0.0,0.0,40.0,39,False
52.0,2,14.0,2,10,4,4,1,0.0,0.0,50.0,39,True
19.0,4,9.0,4,12,0,4,1,0.0,0.0,50.0,39,False
33.0,7,14.0,2,10,4,4,1,0.0,0.0,50.0,39,True
35.0,4,13.0,2,12,4,2,1,0.0,0.0,50.0,39,False
35.0,4,9.0,0,14,0,4,0,0.0,0.0,60.0,39,True
38.0,4,15.0,2,10,5,4,0,0.0,0.0,40.0,39,False
23.0,4,13.0,4,1,0,4,0,0.0,0.0,60.0,39,False
22.0,4,11.0,0,13,0,4,1,0.0,0.0,60.0,39,False
20.0,4,9.0,4,6,0,4,1,0.0,0.0,40.0,39,False
19.0,4,9.0,4,6,0,4,1,0.0,0.0,40.0,39,False
47.0,4,9.0,2,7,4,2,1,0.0,0.0,40.0,39,True
59.0,4,7.0,2,3,4,4,1,0.0,0.0,40.0,39,False
38.0,4,9.0,4,12,3,4,0,0.0,0.0,40.0,39,False
36.0,4,9.0,2,8,4,4,1,0.0,0.0,50.0,39,False
27.0,4,3.0,4,8,2,4,1,0.0,0.0,40.0,26,False
24.0,4,11.0,2,14,4,4,1,0.0,0.0,40.0,39,False
35.0,4,9.0,4,8,3,2,0,0.0,0.0,35.0,23,False
22.0,7,10.0,4,8,2,2,1,0.0,0.0,39.0,14,False
37.0,4,9.0,2,14,4,4,1,0.0,0.0,52.0,39,False
36.0,4,9.0,2,3,4,4,1,7298.0,0.0,40.0,39,True
28.0,4,9.0,5,8,0,4,0,0.0,0.0,25.0,39,False
55.0,4,9.0,2,12,5,4,0,0.0,0.0,50.0,39,False
29.0,0,3.0,2,0,5,4,0,0.0,0.0,40.0,39,False
32.0,4,13.0,2,12,4,4,1,0.0,0.0,44.0,39,False
66.0,0,10.0,0,0,2,4,0,0.0,0.0,35.0,39,False
47.0,2,10.0,3,3,2,4,1,0.0,0.0,45.0,39,False
23.0,4,13.0,4,8,0,4,0,0.0,0.0,40.0,39,False
50.0,2,14.0,0,10,0,4,0,0.0,0.0,45.0,39,False
40.0,6,9.0,2,5,4,4,1,0.0,0.0,84.0,39,False
51.0,4,9.0,4,7,0,4,0,0.0,1590.0,40.0,39,False
34.0,4,9.0,4,10,0,4,0,0.0,1669.0,45.0,39,False
28.0,4,13.0,4,11,0,4,0,0.0,0.0,40.0,39,False
52.0,7,16.0,2,10,4,4,1,0.0,1887.0,70.0,11,True
39.0,5,9.0,2,4,4,4,1,3103.0,0.0,60.0,39,True
43.0,4,13.0,2,1,4,4,1,0.0,0.0,40.0,39,True
36.0,4,13.0,4,10,3,4,0,0.0,0.0,35.0,39,True
25.0,4,13.0,4,10,3,4,0,0.0,0.0,15.0,39,False
42.0,4,10.0,0,1,1,4,0,0.0,0.0,38.0,39,False
35.0,4,10.0,2,14,4,4,1,0.0,0.0,40.0,11,False
43.0,4,14.0,2,4,4,4,1,7688.0,0.0,53.0,39,True
34.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
50.0,7,13.0,2,4,4,4,1,0.0,0.0,38.0,39,True
30.0,4,10.0,2,14,4,4,1,0.0,0.0,60.0,39,False
44.0,4,14.0,2,10,4,4,1,0.0,0.0,44.0,39,True
52.0,4,11.0,2,3,4,4,1,0.0,0.0,40.0,39,False
35.0,4,12.0,2,12,4,4,1,0.0,0.0,60.0,39,False
36.0,4,11.0,0,10,0,4,1,0.0,0.0,40.0,39,True
30.0,4,13.0,4,4,3,1,0,0.0,0.0,52.0,36,False
36.0,5,13.0,2,12,4,4,1,15024.0,0.0,45.0,39,True
39.0,4,13.0,4,4,0,4,0,0.0,0.0,40.0,39,False
25.0,4,2.0,2,5,4,4,1,0.0,0.0,96.0,26,False
26.0,4,13.0,4,13,0,4,1,0.0,0.0,40.0,39,False
20.0,4,9.0,4,12,3,2,0,0.0,0.0,20.0,39,False
20.0,4,10.0,4,11,3,4,1,0.0,0.0,40.0,39,False
70.0,0,3.0,2,0,4,4,1,0.0,0.0,20.0,39,False
26.0,4,9.0,4,14,3,4,1,0.0,0.0,50.0,39,False
24.0,4,10.0,4,1,0,2,0,0.0,0.0,35.0,39,False
48.0,4,13.0,2,13,4,4,1,0.0,0.0,40.0,39,True
62.0,4,9.0,0,9,1,2,0,0.0,0.0,99.0,39,False
48.0,4,9.0,2,7,4,4,1,0.0,0.0,40.0,39,False
52.0,4,13.0,2,12,4,4,1,0.0,0.0,40.0,39,True
25.0,4,13.0,4,12,0,4,1,0.0,0.0,44.0,39,False
58.0,4,3.0,2,7,4,4,1,0.0,0.0,40.0,39,False
40.0,1,13.0,4,10,0,4,0,0.0,0.0,45.0,39,False
29.0,0,10.0,2,0,5,4,0,0.0,0.0,40.0,39,False
45.0,5,4.0,2,4,4,4,1,0.0,0.0,52.0,0,False
19.0,4,10.0,4,8,2,4,0,0.0,0.0,20.0,39,False
37.0,4,7.0,4,6,0,2,1,0.0,0.0,40.0,39,False
23.0,4,7.0,2,7,4,4,1,0.0,0.0,40.0,33,False
31.0,6,9.0,0,3,0,4,1,0.0,0.0,60.0,39,False
64.0,6,4.0,2,3,4,4,1,0.0,0.0,20.0,39,False
28.0,2,10.0,4,1,3,4,0,0.0,0.0,16.0,39,False
32.0,4,9.0,4,3,3,4,1,0.0,0.0,40.0,39,False
49.0,2,10.0,0,1,0,4,0,0.0,0.0,44.0,39,False
35.0,4,10.0,0,1,0,4,0,0.0,0.0,40.0,39,True
19.0,0,10.0,4,0,3,4,0,0.0,0.0,35.0,39,False
45.0,4,16.0,2,4,4,4,1,0.0,0.0,45.0,39,True
39.0,4,8.0,2,14,4,4,1,15024.0,0.0,70.0,39,True
55.0,4,10.0,4,1,0,2,0,0.0,2339.0,45.0,0,False
46.0,6,13.0,0,8,1,1,0,0.0,0.0,60.0,35,True
19.0,4,10.0,4,1,3,4,0,0.0,0.0,16.0,39,False
29.0,4,9.0,2,7,5,4,0,0.0,0.0,40.0,34,False
25.0,7,9.0,2,11,3,4,1,0.0,0.0,35.0,39,False
37.0,4,13.0,4,1,0,4,0,0.0,0.0,40.0,39,False
30.0,4,9.0,4,1,1,4,1,0.0,0.0,40.0,39,False
28.0,4,9.0,2,7,4,1,1,0.0,0.0,40.0,30,False
36.0,1,10.0,5,1,1,2,0,6497.0,0.0,56.0,39,False
32.0,4,10.0,4,4,1,2,0,0.0,0.0,35.0,39,False
34.0,4,7.0,4,7,0,4,1,0.0,0.0,40.0,39,False
34.0,4,9.0,4,1,0,4,0,0.0,0.0,36.0,39,False
20.0,4,10.0,4,12,3,4,0,0.0,0.0,40.0,39,False
27.0,5,14.0,4,14,3,4,1,0.0,0.0,40.0,39,False
36.0,1,9.0,2,1,5,4,0,0.0,0.0,40.0,39,False
35.0,4,10.0,2,12,4,4,1,0.0,0.0,40.0,39,False
37.0,4,9.0,0,4,0,4,1,0.0,0.0,35.0,39,False
32.0,4,9.0,2,3,4,4,1,0.0,0.0,50.0,39,False
32.0,4,14.0,4,10,0,4,0,0.0,0.0,20.0,39,False
52.0,4,9.0,0,12,0,4,0,0.0,0.0,48.0,39,False
50.0,4,10.0,2,3,4,4,1,0.0,0.0,40.0,39,True
23.0,4,9.0,4,8,0,4,0,0.0,0.0,30.0,39,False
25.0,4,9.0,2,3,4,4,1,0.0,0.0,45.0,39,False
21.0,4,1.0,4,5,0,4,1,0.0,0.0,50.0,26,False
31.0,4,9.0,0,12,0,4,0,0.0,0.0,32.0,39,False
31.0,6,10.0,2,8,5,4,0,0.0,0.0,30.0,39,False
41.0,4,11.0,5,8,0,4,1,0.0,0.0,40.0,39,False
47.0,4,10.0,2,13,4,4,1,0.0,0.0,60.0,39,False
20.0,0,10.0,4,0,3,4,0,0.0,0.0,10.0,39,False
20.0,4,10.0,4,1,0,4,0,0.0,0.0,45.0,39,False
29.0,4,6.0,0,7,0,2,0,0.0,0.0,25.0,39,False
51.0,2,10.0,6,1,0,4,0,0.0,0.0,40.0,39,False
30.0,2,13.0,2,10,5,4,0,0.0,0.0,33.0,39,True
23.0,0,10.0,4,0,0,4,0,0.0,0.0,12.0,39,False
48.0,4,13.0,2,1,4,4,1,0.0,0.0,35.0,39,True
39.0,4,9.0,5,4,0,4,1,14344.0,0.0,40.0,39,True
62.0,4,13.0,2,12,4,4,1,0.0,0.0,35.0,39,False
22.0,4,13.0,4,8,0,4,1,0.0,0.0,30.0,39,False
46.0,1,13.0,2,4,4,4,1,7688.0,0.0,40.0,39,True
51.0,2,14.0,2,10,4,4,1,0.0,1977.0,35.0,39,True
20.0,4,9.0,4,12,0,4,0,0.0,0.0,32.0,39,False
40.0,5,12.0,2,12,4,4,1,15024.0,0.0,50.0,39,True
31.0,4,13.0,4,13,0,4,1,0.0,0.0,40.0,39,False
30.0,4,10.0,4,3,3,4,1,0.0,0.0,40.0,39,False
52.0,4,9.0,2,1,5,4,0,0.0,0.0,38.0,39,False
20.0,4,9.0,4,10,2,4,0,0.0,0.0,40.0,39,False
37.0,2,11.0,2,4,4,4,1,0.0,0.0,40.0,39,True
65.0,4,13.0,6,8,0,4,0,0.0,0.0,40.0,39,False
40.0,4,13.0,4,10,0,4,1,4650.0,0.0,40.0,39,False
60.0,2,13.0,2,11,4,4,1,7298.0,0.0,48.0,39,True
27.0,4,9.0,4,3,0,4,1,0.0,0.0,35.0,21,False
62.0,4,13.0,2,12,4,4,1,0.0,0.0,60.0,39,True
53.0,4,9.0,0,12,0,4,0,0.0,0.0,35.0,39,False
38.0,4,13.0,2,12,4,4,1,0.0,0.0,50.0,39,True
49.0,4,11.0,2,10,4,4,1,0.0,0.0,40.0,39,False
21.0,4,9.0,4,7,3,4,1,0.0,0.0,40.0,39,False
18.0,4,10.0,4,1,3,4,1,0.0,0.0,40.0,39,False
25.0,4,13.0,4,10,2,4,1,0.0,0.0,40.0,39,False
36.0,4,7.0,2,3,4,4,1,0.0,0.0,40.0,39,False
52.0,4,9.0,2,4,4,4,1,0.0,0.0,55.0,39,True
19.0,4,10.0,4,13,3,4,1,0.0,0.0,14.0,39,False
23.0,4,13.0,4,1,0,4,0,0.0,0.0,40.0,39,False
63.0,6,13.0,2,12,4,4,1,0.0,0.0,15.0,39,False
63.0,6,11.0,2,8,4,4,1,0.0,0.0,45.0,39,False
62.0,5,13.0,0,12,0,4,1,99999.0,0.0,40.0,39,True
51.0,6,12.0,2,12,4,4,1,3103.0,0.0,30.0,39,True
76.0,2,10.0,6,1,0,4,0,0.0,0.0,30.0,39,False
50.0,4,9.0,2,3,4,4,1,5013.0,0.0,45.0,39,False
45.0,5,9.0,2,3,4,4,1,0.0,0.0,50.0,39,True
44.0,5,10.0,0,12,3,4,1,0.0,0.0,45.0,39,True
51.0,4,4.0,2,14,4,2,1,0.0,0.0,40.0,39,False
42.0,2,13.0,4,4,3,4,1,4650.0,0.0,35.0,39,False
43.0,2,14.0,2,10,4,4,1,0.0,0.0,40.0,39,True
53.0,4,7.0,2,7,4,4,1,0.0,0.0,40.0,39,False
29.0,4,11.0,2,1,4,4,1,0.0,0.0,40.0,39,False
41.0,4,10.0,2,10,4,4,1,0.0,0.0,40.0,39,False
44.0,1,9.0,0,3,1,4,1,0.0,0.0,40.0,39,False
35.0,4,6.0,6,8,0,2,0,0.0,1980.0,40.0,39,False
27.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
35.0,4,10.0,2,10,4,4,1,0.0,0.0,50.0,39,False
60.0,4,11.0,6,3,0,4,0,0.0,0.0,30.0,39,False
49.0,4,10.0,0,4,0,4,1,14344.0,0.0,45.0,39,True
33.0,4,13.0,2,4,4,4,1,0.0,0.0,45.0,39,False
35.0,4,13.0,2,12,4,4,1,0.0,0.0,40.0,39,True
31.0,7,10.0,2,1,4,4,1,0.0,0.0,38.0,39,False
54.0,4,9.0,2,1,4,4,1,7298.0,0.0,60.0,39,True
57.0,6,16.0,2,10,4,4,1,0.0,0.0,35.0,39,False
30.0,4,5.0,4,3,3,4,1,0.0,0.0,45.0,39,False
45.0,4,6.0,4,7,0,1,1,0.0,0.0,40.0,40,False
41.0,4,10.0,2,7,4,4,1,7298.0,0.0,42.0,39,True
25.0,4,13.0,4,8,3,4,1,0.0,0.0,18.0,39,False
51.0,5,10.0,2,4,4,4,1,0.0,0.0,40.0,39,True
42.0,4,3.0,5,1,2,4,1,0.0,0.0,40.0,8,False
28.0,4,11.0,4,6,0,4,1,0.0,0.0,45.0,39,False
47.0,0,6.0,2,0,5,4,0,0.0,0.0,20.0,5,False
53.0,1,13.0,0,13,0,0,1,0.0,0.0,40.0,39,False
31.0,4,13.0,4,4,0,4,0,13550.0,0.0,50.0,39,True
46.0,4,7.0,2,8,4,2,1,7688.0,0.0,40.0,39,True
25.0,1,9.0,4,1,2,4,0,0.0,0.0,40.0,39,False
47.0,4,9.0,2,7,4,4,1,0.0,0.0,40.0,39,False
26.0,4,13.0,2,10,4,4,1,0.0,0.0,50.0,0,False
30.0,4,9.0,2,14,4,4,1,0.0,0.0,40.0,39,False
48.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
22.0,4,10.0,4,8,3,2,1,0.0,0.0,40.0,39,False
32.0,6,10.0,2,3,4,4,1,0.0,0.0,30.0,39,False
33.0,6,16.0,4,10,0,4,1,0.0,0.0,45.0,39,True
31.0,4,9.0,2,8,4,4,1,0.0,0.0,40.0,39,False
43.0,4,10.0,2,8,5,4,0,0.0,0.0,20.0,9,True
26.0,4,11.0,4,8,0,4,0,0.0,0.0,40.0,39,False
34.0,4,9.0,2,5,4,2,1,0.0,0.0,40.0,39,False
50.0,2,13.0,2,10,5,4,0,0.0,0.0,40.0,39,True
30.0,7,9.0,5,1,1,2,0,0.0,0.0,40.0,39,False
17.0,4,7.0,4,8,3,4,1,0.0,0.0,20.0,39,False
35.0,2,14.0,4,10,3,2,0,0.0,0.0,40.0,39,False
29.0,4,10.0,2,3,4,4,1,0.0,0.0,40.0,39,False
27.0,1,12.0,2,1,4,4,1,4064.0,0.0,40.0,8,False
32.0,6,13.0,2,4,4,2,1,0.0,0.0,40.0,0,False
34.0,4,13.0,4,12,3,4,1,0.0,0.0,40.0,39,True
32.0,4,9.0,5,6,0,4,0,0.0,0.0,40.0,39,False
47.0,1,10.0,0,1,1,4,0,0.0,0.0,40.0,39,False
40.0,4,10.0,4,12,0,4,0,0.0,0.0,40.0,39,False
26.0,4,11.0,4,8,0,4,0,0.0,0.0,40.0,39,False
30.0,4,9.0,4,8,0,4,0,0.0,0.0,40.0,21,False
54.0,4,9.0,0,3,0,4,1,0.0,0.0,40.0,39,False
53.0,4,13.0,2,10,4,4,1,0.0,0.0,55.0,39,True
38.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,0,True
43.0,4,4.0,5,5,0,2,1,0.0,0.0,40.0,39,False
25.0,4,10.0,4,5,3,4,1,0.0,0.0,20.0,39,False
39.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
57.0,2,9.0,2,14,4,4,1,0.0,0.0,25.0,39,True
47.0,4,9.0,2,8,4,4,1,0.0,0.0,34.0,39,False
45.0,4,9.0,0,8,2,2,0,0.0,0.0,35.0,39,False
24.0,7,13.0,4,10,0,4,1,0.0,0.0,40.0,39,False
32.0,6,6.0,0,3,0,4,1,0.0,0.0,40.0,39,False
25.0,4,10.0,4,12,0,4,1,0.0,0.0,35.0,39,False
57.0,4,3.0,5,7,0,4,0,0.0,0.0,40.0,39,False
28.0,4,13.0,2,10,5,4,0,0.0,1977.0,24.0,39,True
28.0,4,9.0,2,12,4,4,1,0.0,0.0,51.0,5,False
27.0,4,13.0,4,10,0,4,0,0.0,0.0,55.0,39,False
28.0,4,13.0,4,1,0,4,0,0.0,0.0,20.0,39,False
74.0,0,2.0,2,0,4,2,1,0.0,0.0,40.0,39,False
44.0,6,9.0,2,5,4,1,1,0.0,0.0,42.0,24,False
27.0,4,9.0,4,7,3,4,1,0.0,0.0,45.0,39,False
61.0,4,13.0,2,4,4,4,1,0.0,0.0,40.0,39,False
25.0,4,7.0,4,8,0,4,1,0.0,0.0,99.0,39,False
28.0,4,5.0,4,6,3,2,0,0.0,0.0,24.0,39,False
20.0,4,10.0,4,3,3,4,1,0.0,0.0,40.0,39,False
33.0,4,11.0,4,12,3,1,1,0.0,0.0,40.0,30,False
38.0,7,9.0,0,8,0,4,1,0.0,0.0,40.0,39,False
31.0,4,9.0,4,12,1,2,0,0.0,0.0,25.0,39,False
40.0,4,14.0,4,10,0,4,0,0.0,0.0,45.0,39,True
43.0,4,10.0,2,4,4,4,1,0.0,0.0,55.0,39,True
38.0,4,14.0,2,4,4,4,1,0.0,0.0,60.0,39,True
19.0,4,10.0,4,4,3,2,1,0.0,0.0,30.0,39,False
56.0,4,12.0,2,8,4,4,1,0.0,0.0,50.0,39,False
38.0,4,14.0,0,4,0,4,1,0.0,0.0,45.0,39,True
30.0,0,13.0,2,0,5,4,0,0.0,0.0,4.0,39,False
22.0,4,9.0,2,9,5,4,0,4508.0,0.0,40.0,39,False
18.0,7,9.0,4,8,3,4,1,0.0,0.0,25.0,39,False
68.0,4,10.0,6,8,0,4,0,0.0,0.0,20.0,39,False
35.0,4,11.0,0,14,0,4,1,0.0,0.0,50.0,39,False
42.0,4,4.0,2,8,2,1,0,0.0,0.0,48.0,0,False
32.0,4,6.0,0,3,1,4,1,0.0,0.0,40.0,39,False
43.0,1,10.0,2,10,5,4,0,0.0,0.0,40.0,39,True
30.0,4,6.0,4,7,1,2,0,0.0,0.0,40.0,39,False
62.0,4,10.0,2,13,4,4,1,2829.0,0.0,24.0,39,False
38.0,4,11.0,2,7,4,4,1,0.0,0.0,40.0,39,False
27.0,4,9.0,4,6,3,4,1,0.0,0.0,40.0,39,False
28.0,4,16.0,4,10,0,4,0,0.0,0.0,60.0,11,True
26.0,4,11.0,4,8,0,4,1,0.0,0.0,40.0,39,False
21.0,4,10.0,4,7,3,4,1,0.0,0.0,20.0,39,False
19.0,4,9.0,4,8,2,2,1,0.0,0.0,40.0,39,False
20.0,4,10.0,4,1,3,4,1,0.0,0.0,30.0,39,False
25.0,7,13.0,4,11,0,2,1,0.0,0.0,40.0,39,False
28.0,6,10.0,4,3,3,4,1,0.0,0.0,50.0,4,False
36.0,4,11.0,4,1,0,4,1,0.0,0.0,42.0,39,True
23.0,4,13.0,4,3,0,0,1,0.0,0.0,40.0,26,False
24.0,4,13.0,2,1,5,4,0,0.0,0.0,50.0,39,False
23.0,4,9.0,4,8,0,4,0,0.0,0.0,40.0,39,False
24.0,4,13.0,4,10,3,4,0,0.0,0.0,20.0,39,False
25.0,6,9.0,4,8,0,4,1,0.0,0.0,8.0,39,False
24.0,4,9.0,4,7,0,4,1,0.0,0.0,40.0,39,False
30.0,4,9.0,2,4,4,4,1,0.0,0.0,62.0,39,False
26.0,4,13.0,4,12,3,4,0,0.0,0.0,45.0,0,False
62.0,0,14.0,2,0,4,4,1,0.0,0.0,50.0,39,False
36.0,4,10.0,2,4,5,4,0,0.0,0.0,33.0,39,False
45.0,4,9.0,2,8,4,1,1,0.0,0.0,40.0,30,False
31.0,4,12.0,0,12,1,4,0,0.0,880.0,45.0,39,False
34.0,4,9.0,4,1,0,4,1,0.0,0.0,48.0,39,False
65.0,5,13.0,2,4,4,4,1,0.0,0.0,44.0,26,True
42.0,4,11.0,0,10,1,4,0,0.0,0.0,40.0,39,False
27.0,7,15.0,4,10,0,4,1,0.0,0.0,70.0,39,False
40.0,4,10.0,2,12,5,2,0,0.0,0.0,40.0,33,False
53.0,1,10.0,2,1,4,4,1,0.0,0.0,40.0,39,True
54.0,4,9.0,2,12,4,4,1,0.0,0.0,50.0,39,True
30.0,7,13.0,4,10,2,4,1,0.0,0.0,35.0,39,False
59.0,4,9.0,2,14,4,4,1,0.0,0.0,45.0,39,True
42.0,6,9.0,0,4,1,4,1,0.0,0.0,55.0,39,False
23.0,4,9.0,4,1,0,4,0,0.0,0.0,40.0,39,False
28.0,4,13.0,2,8,5,4,0,0.0,0.0,15.0,39,False
20.0,4,9.0,4,6,3,4,1,0.0,0.0,40.0,39,False
22.0,4,10.0,4,12,0,4,0,0.0,0.0,20.0,39,False
73.0,0,13.0,2,0,4,4,1,0.0,0.0,30.0,39,False
47.0,6,10.0,2,3,4,4,1,0.0,1977.0,40.0,39,True
44.0,4,10.0,2,7,4,4,1,0.0,0.0,40.0,39,False
40.0,4,8.0,0,3,0,4,1,0.0,0.0,40.0,39,False
37.0,4,11.0,2,13,5,4,0,0.0,0.0,37.0,39,True
39.0,4,9.0,0,7,3,4,1,0.0,0.0,50.0,39,False
49.0,4,10.0,2,12,4,4,1,7688.0,0.0,40.0,39,True
44.0,6,10.0,0,8,0,4,1,0.0,0.0,45.0,39,False
27.0,4,5.0,2,7,5,4,0,0.0,0.0,37.0,32,False
50.0,4,9.0,2,1,4,4,1,0.0,0.0,40.0,39,False
39.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39,True
41.0,4,9.0,4,12,1,2,0,0.0,0.0,40.0,39,False
55.0,4,13.0,2,11,4,4,1,0.0,0.0,40.0,39,True
53.0,4,2.0,2,8,4,2,1,0.0,0.0,35.0,33,False
53.0,2,14.0,0,10,1,4,0,0.0,0.0,50.0,39,False
31.0,4,14.0,2,4,4,4,1,0.0,2415.0,70.0,36,True
21.0,4,9.0,4,3,0,4,1,0.0,0.0,40.0,39,False
30.0,4,9.0,5,7,0,2,1,0.0,0.0,40.0,39,False
74.0,0,9.0,6,0,0,4,0,0.0,0.0,10.0,39,False
53.0,4,14.0,4,4,0,4,0,0.0,0.0,60.0,39,True
47.0,4,10.0,2,3,4,4,1,0.0,1485.0,47.0,39,False
60.0,4,13.0,0,4,0,4,0,0.0,0.0,40.0,18,True
59.0,4,5.0,5,7,1,4,0,0.0,0.0,40.0,26,False
37.0,4,13.0,4,4,0,4,1,0.0,0.0,48.0,39,True
47.0,1,13.0,2,3,4,4,1,0.0,1740.0,40.0,39,False
49.0,4,5.0,2,3,4,4,1,0.0,0.0,40.0,39,False
73.0,2,10.0,4,10,2,4,0,0.0,0.0,11.0,39,False
58.0,4,9.0,0,8,1,2,0,0.0,0.0,20.0,39,False
18.0,0,7.0,4,0,3,2,1,0.0,0.0,15.0,39,False
35.0,4,10.0,4,6,3,2,1,0.0,0.0,40.0,39,False
24.0,7,10.0,2,10,5,4,0,0.0,0.0,50.0,39,False
62.0,4,9.0,6,1,0,4,0,0.0,0.0,38.0,39,False
58.0,4,9.0,2,1,5,4,0,0.0,0.0,40.0,39,False
51.0,4,10.0,2,1,4,4,1,15024.0,0.0,40.0,39,True
21.0,4,9.0,4,12,3,2,1,0.0,0.0,40.0,39,False
30.0,4,13.0,2,3,4,4,1,0.0,0.0,40.0,39,False
27.0,4,11.0,4,10,0,4,0,0.0,1876.0,36.0,2,False
25.0,4,13.0,2,13,4,4,1,5178.0,0.0,40.0,39,True
31.0,4,9.0,4,3,0,0,1,0.0,0.0,45.0,39,False
31.0,4,9.0,4,8,1,2,0,0.0,0.0,34.0,39,False
44.0,4,10.0,2,3,4,4,1,5178.0,0.0,50.0,39,True
52.0,5,16.0,2,10,4,4,1,99999.0,0.0,65.0,39,True
30.0,4,12.0,2,12,4,4,1,0.0,0.0,40.0,39,False
29.0,4,9.0,4,14,3,2,1,0.0,0.0,40.0,39,False
36.0,4,7.0,0,14,0,4,1,0.0,0.0,40.0,39,False
54.0,6,13.0,2,5,4,4,1,0.0,0.0,50.0,39,False
59.0,2,10.0,5,11,0,4,1,0.0,0.0,40.0,39,True
55.0,4,10.0,4,1,0,4,1,0.0,0.0,45.0,39,False
70.0,0,11.0,4,0,0,4,1,0.0,0.0,30.0,39,False
22.0,4,12.0,4,1,3,4,0,0.0,0.0,20.0,39,False
42.0,4,9.0,0,7,0,4,0,0.0,0.0,40.0,39,False
36.0,4,12.0,2,12,5,4,0,0.0,0.0,40.0,39,False
32.0,4,13.0,2,10,4,4,1,0.0,0.0,40.0,39,True
44.0,4,4.0,2,3,4,4,1,0.0,0.0,40.0,39,False
22.0,0,9.0,4,0,1,2,1,0.0,0.0,45.0,39,False
25.0,4,7.0,3,6,0,4,1,0.0,0.0,40.0,26,False
31.0,4,9.0,2,14,4,4,1,0.0,0.0,50.0,39,False
33.0,4,9.0,4,8,3,4,1,0.0,0.0,40.0,39,False
54.0,6,12.0,2,12,4,4,1,0.0,0.0,50.0,39,True
42.0,6,9.0,4,4,0,4,1,0.0,0.0,48.0,39,False
49.0,4,9.0,2,14,4,4,1,0.0,0.0,44.0,39,False
30.0,4,9.0,2,1,4,4,1,0.0,0.0,44.0,39,False
54.0,4,9.0,0,4,1,4,0,0.0,0.0,45.0,39,False
39.0,4,10.0,4,14,1,4,1,0.0,0.0,40.0,39,False
24.0,4,10.0,4,7,3,4,1,0.0,0.0,40.0,39,False
21.0,4,9.0,4,1,3,4,0,0.0,0.0,44.0,39,False
23.0,4,5.0,4,8,1,2,0,0.0,0.0,30.0,39,False
54.0,4,9.0,0,1,1,4,0,0.0,0.0,42.0,39,False
23.0,4,14.0,4,12,0,4,0,0.0,0.0,20.0,39,False
39.0,4,9.0,0,7,1,4,1,0.0,1726.0,40.0,39,False
23.0,4,10.0,4,10,0,4,1,0.0,0.0,25.0,39,False
67.0,0,9.0,6,0,2,4,0,0.0,0.0,8.0,39,False
19.0,0,7.0,2,0,5,1,0,0.0,0.0,40.0,25,False
41.0,4,10.0,2,7,4,2,1,0.0,1902.0,40.0,39,True
32.0,4,7.0,4,8,0,2,1,0.0,0.0,40.0,39,False
57.0,4,9.0,2,3,4,4,1,0.0,0.0,40.0,39,False
18.0,4,9.0,4,1,2,4,0,0.0,0.0,30.0,39,False
60.0,7,16.0,2,10,4,4,1,7688.0,0.0,60.0,39,True
21.0,4,10.0,4,7,3,4,0,0.0,0.0,40.0,39,False
53.0,4,10.0,6,1,2,4,0,0.0,0.0,22.0,39,False
38.0,4,13.0,2,4,4,4,1,7688.0,0.0,55.0,39,True
21.0,4,10.0,4,6,0,4,1,0.0,0.0,40.0,39,False
53.0,4,16.0,0,4,0,4,0,0.0,0.0,55.0,39,True
24.0,4,9.0,4,3,0,4,1,0.0,0.0,40.0,39,False
36.0,1,12.0,2,8,4,4,1,0.0,0.0,40.0,39,False
29.0,4,14.0,4,4,0,2,1,0.0,0.0,60.0,39,False
23.0,4,10.0,4,12,0,4,1,0.0,0.0,40.0,39,False
44.0,4,10.0,2,4,4,4,1,0.0,0.0,50.0,39,False
32.0,2,14.0,2,10,4,4,1,0.0,0.0,48.0,39,False
25.0,4,13.0,4,4,0,4,0,0.0,0.0,50.0,39,False
41.0,6,9.0,0,3,1,4,1,0.0,0.0,27.0,39,False
18.0,4,9.0,4,8,3,4,0,0.0,0.0,30.0,39,False
57.0,4,10.0,2,3,4,4,1,0.0,1672.0,45.0,39,False
62.0,4,13.0,6,4,0,4,1,10520.0,0.0,50.0,39,True
29.0,4,13.0,4,6,3,4,1,0.0,0.0,40.0,39,False
19.0,4,9.0,4,8,3,2,0,0.0,0.0,40.0,39,False
35.0,6,15.0,2,10,4,4,1,0.0,0.0,65.0,39,True
52.0,4,13.0,2,10,4,4,1,0.0,0.0,50.0,39,True
28.0,4,6.0,4,7,1,4,0,0.0,0.0,40.0,39,False
38.0,4,9.0,4,8,3,4,1,0.0,0.0,40.0,39,False
42.0,4,10.0,6,12,1,2,0,0.0,0.0,40.0,39,False
41.0,4,13.0,4,10,0,2,1,0.0,0.0,40.0,39,False
23.0,4,13.0,4,10,0,4,1,0.0,0.0,38.0,39,False
